# fetch (step 0)
00000000,01000000
00001000,01000000
00010000,01000000
00011000,01000000
00100000,01000000
00101000,01000000
00110000,01000000
00111000,01000000
01000000,01000000
01001000,01000000
01010000,01000000
01011000,01000000
01100000,01000000
01101000,01000000
01110000,01000000
01111000,01000000
# fetch (step 0)
00000001,00010100
00001001,00010100
00010001,00010100
00011001,00010100
00100001,00010100
00101001,00010100
00110001,00010100
00111001,00010100
01000001,00010100
01001001,00010100
01010001,00010100
01011001,00010100
01100001,00010100
01101001,00010100
01110001,00010100
01111001,00010100
# LDA
00001010,01001000
00001011,00010010
00001100,00000000
# ADD
00010010,01001000
00010011,00010000
00010100,00000010
# OUT
01110010,00000001
01110011,00000000
01110100,00000000
